1542135330.62019 | #LOG_START           | ===
1542135888.78746 | INTAKE_PRESSURE      | 20 kilopascal
1542135889.01029 | RPM                  | 1318.0 revolutions_per_minute
1542135889.21853 | SPEED                | 64 kph
1542135889.44366 | INTAKE_TEMP          | 29 degC
1542135889.44497 | #FRAME_END           | ---
1542135889.94607 | #FRAME_START         | ---
1542135889.97093 | ELM_VOLTAGE          | N/V
1542135890.18829 | FUEL_STATUS          | ('Open loop due to engine load OR fuel cut due to deceleration', '')
1542135890.40343 | COOLANT_TEMP         | 64 degC
1542135890.62662 | INTAKE_PRESSURE      | 17 kilopascal
1542135890.84991 | RPM                  | 2287.0 revolutions_per_minute
1542135891.06018 | SPEED                | 57 kph
1542135891.28340 | INTAKE_TEMP          | 28 degC
1542135891.28473 | #FRAME_END           | ---
1542135891.78871 | #FRAME_START         | ---
1542135891.83095 | ELM_VOLTAGE          | N/V
1542135892.04397 | FUEL_STATUS          | ('Open loop due to engine load OR fuel cut due to deceleration', '')
1542135892.25911 | COOLANT_TEMP         | 64 degC
1542135892.46628 | INTAKE_PRESSURE      | 19 kilopascal
1542135892.68948 | RPM                  | 2038.0 revolutions_per_minute
1542135892.91356 | SPEED                | 51 kph
1542135893.13892 | INTAKE_TEMP          | 28 degC
1542135893.14039 | #FRAME_END           | ---
1542135893.64151 | #FRAME_START         | ---
1542135893.67093 | ELM_VOLTAGE          | N/V
1542135893.88372 | FUEL_STATUS          | ('Open loop due to engine load OR fuel cut due to deceleration', '')
1542135894.09877 | COOLANT_TEMP         | 65 degC
1542135894.32211 | INTAKE_PRESSURE      | 22 kilopascal
1542135894.54531 | RPM                  | 1168.0 revolutions_per_minute
1542135894.76913 | SPEED                | 44 kph
1542135894.99465 | INTAKE_TEMP          | 28 degC
1542135894.99597 | #FRAME_END           | ---
1542135895.49709 | #FRAME_START         | ---
1542135895.52094 | ELM_VOLTAGE          | N/V
1542135895.73932 | FUEL_STATUS          | ('Open loop due to engine load OR fuel cut due to deceleration', '')
1542135895.95449 | COOLANT_TEMP         | 65 degC
1542135896.17758 | INTAKE_PRESSURE      | 19 kilopascal
1542135896.40117 | RPM                  | 1965.0 revolutions_per_minute
1542135896.62587 | SPEED                | 37 kph
1542135896.85054 | INTAKE_TEMP          | 28 degC
1542135896.85185 | #FRAME_END           | ---
1542135897.35747 | #FRAME_START         | ---
1542135897.40096 | ELM_VOLTAGE          | N/V
1542135897.62714 | FUEL_STATUS          | ('Open loop due to engine load OR fuel cut due to deceleration', '')
1542135897.84272 | COOLANT_TEMP         | 65 degC
1542135898.06590 | INTAKE_PRESSURE      | 21 kilopascal
1542135898.28917 | RPM                  | 1593.0 revolutions_per_minute
1542135898.51324 | SPEED                | 29 kph
1542135898.72277 | INTAKE_TEMP          | 28 degC
1542135898.72413 | #FRAME_END           | ---
1542135899.22530 | #FRAME_START         | ---
1542135899.25096 | ELM_VOLTAGE          | N/V
1542135899.46691 | FUEL_STATUS          | ('Open loop due to engine load OR fuel cut due to deceleration', '')
1542135899.68245 | COOLANT_TEMP         | 65 degC
1542135899.90559 | INTAKE_PRESSURE      | 29 kilopascal
1542135900.12885 | RPM                  | 1154.0 revolutions_per_minute
1542135900.35278 | SPEED                | 22 kph
1542135900.57732 | INTAKE_TEMP          | 28 degC
1542135900.57872 | #FRAME_END           | ---
1542135901.07986 | #FRAME_START         | ---
1542135901.11111 | ELM_VOLTAGE          | N/V
1542135901.33855 | FUEL_STATUS          | ('Closed loop, using oxygen sensor feedback to determine fuel mix', '')
1542135901.55435 | COOLANT_TEMP         | 65 degC
1542135901.77720 | INTAKE_PRESSURE      | 52 kilopascal
1542135902.00059 | RPM                  | 1006.0 revolutions_per_minute
1542135902.22535 | SPEED                | 16 kph
1542135902.45011 | INTAKE_TEMP          | 28 degC
1542135902.45154 | #FRAME_END           | ---
1542135902.95542 | #FRAME_START         | ---
1542135903.00019 | ELM_VOLTAGE          | N/V
1542135903.22617 | FUEL_STATUS          | ('Closed loop, using oxygen sensor feedback to determine fuel mix', '')
1542135903.45778 | COOLANT_TEMP         | 65 degC
1542135903.68085 | INTAKE_PRESSURE      | 39 kilopascal
1542135903.90424 | RPM                  | 805.0 revolutions_per_minute
1542135904.12809 | SPEED                | 10 kph
1542135904.35357 | INTAKE_TEMP          | 28 degC
1542135904.35495 | #FRAME_END           | ---
1542135904.85607 | #FRAME_START         | ---
1542135904.88097 | ELM_VOLTAGE          | N/V
1542135905.09788 | FUEL_STATUS          | ('Closed loop, using oxygen sensor feedback to determine fuel mix', '')
1542135905.31315 | COOLANT_TEMP         | 65 degC
1542135905.53599 | INTAKE_PRESSURE      | 40 kilopascal
1542135905.75946 | RPM                  | 765.0 revolutions_per_minute
1542135905.98245 | SPEED                | 2 kph
1542135906.20873 | INTAKE_TEMP          | 28 degC
1542135906.21018 | #FRAME_END           | ---
1542135906.71132 | #FRAME_START         | ---
1542135906.74094 | ELM_VOLTAGE          | N/V
1542135906.96936 | FUEL_STATUS          | ('Closed loop, using oxygen sensor feedback to determine fuel mix', '')
1542135907.18459 | COOLANT_TEMP         | 64 degC
1542135907.40776 | INTAKE_PRESSURE      | 40 kilopascal
1542135907.64728 | RPM                  | 748.0 revolutions_per_minute
1542135907.87098 | SPEED                | 0 kph
1542135908.09642 | INTAKE_TEMP          | 28 degC
1542135908.09770 | #FRAME_END           | ---
1542135908.59888 | #FRAME_START         | ---
1542135908.63091 | ELM_VOLTAGE          | N/V
1542135908.85707 | FUEL_STATUS          | ('Closed loop, using oxygen sensor feedback to determine fuel mix', '')
1542135909.07226 | COOLANT_TEMP         | 65 degC
1542135909.29543 | INTAKE_PRESSURE      | 40 kilopascal
1542135909.51870 | RPM                  | 750.0 revolutions_per_minute
1542135909.74292 | SPEED                | 0 kph
1542135909.96808 | INTAKE_TEMP          | 28 degC
1542135909.96940 | #FRAME_END           | ---
1542135910.47066 | #FRAME_START         | ---
1542135910.50108 | ELM_VOLTAGE          | N/V
1542135910.72872 | FUEL_STATUS          | ('Closed loop, using oxygen sensor feedback to determine fuel mix', '')
1542135910.94409 | COOLANT_TEMP         | 64 degC
1542135911.16703 | INTAKE_PRESSURE      | 40 kilopascal
1542135911.39073 | RPM                  | 757.0 revolutions_per_minute
1542135911.61433 | SPEED                | 0 kph
1542135911.83995 | INTAKE_TEMP          | 28 degC
1542135911.84133 | #FRAME_END           | ---
1542135912.34256 | #FRAME_START         | ---
1542135912.37102 | ELM_VOLTAGE          | N/V
1542135912.60057 | FUEL_STATUS          | ('Closed loop, using oxygen sensor feedback to determine fuel mix', '')
1542135912.81564 | COOLANT_TEMP         | 64 degC
1542135913.03873 | INTAKE_PRESSURE      | 40 kilopascal
1542135913.26224 | RPM                  | 760.0 revolutions_per_minute
1542135913.48742 | SPEED                | 0 kph
1542135913.71291 | INTAKE_TEMP          | 28 degC
1542135913.71513 | #FRAME_END           | ---
1542135914.21684 | #FRAME_START         | ---
1542135914.26123 | ELM_VOLTAGE          | N/V
1542135914.48826 | FUEL_STATUS          | ('Closed loop, using oxygen sensor feedback to determine fuel mix', '')
1542135914.70386 | COOLANT_TEMP         | 65 degC
1542135914.92696 | INTAKE_PRESSURE      | 39 kilopascal
1542135915.15027 | RPM                  | 755.0 revolutions_per_minute
1542135915.35817 | SPEED                | 0 kph
1542135915.58372 | INTAKE_TEMP          | 28 degC
1542135915.58509 | #FRAME_END           | ---
1542135916.08626 | #FRAME_START         | ---
1542135916.11183 | ELM_VOLTAGE          | N/V
1542135916.32807 | FUEL_STATUS          | ('Closed loop, using oxygen sensor feedback to determine fuel mix', '')
1542135916.54353 | COOLANT_TEMP         | 65 degC
1542135916.76669 | INTAKE_PRESSURE      | 39 kilopascal
1542135917.00598 | RPM                  | 755.0 revolutions_per_minute
1542135917.22995 | SPEED                | 0 kph
1542135917.43937 | INTAKE_TEMP          | 28 degC
1542135917.44088 | #FRAME_END           | ---
1542135917.94200 | #FRAME_START         | ---
1542135917.97098 | ELM_VOLTAGE          | N/V
1542135918.18382 | FUEL_STATUS          | ('Closed loop, using oxygen sensor feedback to determine fuel mix', '')
1542135918.39927 | COOLANT_TEMP         | 65 degC
1542135918.62241 | INTAKE_PRESSURE      | 39 kilopascal
1542135918.84583 | RPM                  | 735.0 revolutions_per_minute
1542135919.06973 | SPEED                | 0 kph
1542135919.29516 | INTAKE_TEMP          | 28 degC
1542135919.29658 | #FRAME_END           | ---
1542135919.80096 | #FRAME_START         | ---
1542135919.84100 | ELM_VOLTAGE          | N/V
1542135920.07145 | FUEL_STATUS          | ('Closed loop, using oxygen sensor feedback to determine fuel mix', '')
1542135920.28695 | COOLANT_TEMP         | 65 degC
1542135920.51010 | INTAKE_PRESSURE      | 39 kilopascal
1542135920.73334 | RPM                  | 744.0 revolutions_per_minute
1542135920.95722 | SPEED                | 0 kph
1542135921.18280 | INTAKE_TEMP          | 28 degC
1542135921.18417 | #FRAME_END           | ---
1542135921.68534 | #FRAME_START         | ---
1542135921.71099 | ELM_VOLTAGE          | N/V
1542135921.92691 | FUEL_STATUS          | ('Closed loop, using oxygen sensor feedback to determine fuel mix', '')
1542135922.14215 | COOLANT_TEMP         | 65 degC
1542135922.36519 | INTAKE_PRESSURE      | 40 kilopascal
1542135922.58858 | RPM                  | 752.0 revolutions_per_minute
1542135922.81243 | SPEED                | 0 kph
1542135923.03780 | INTAKE_TEMP          | 28 degC
1542135923.03913 | #FRAME_END           | ---
1542135923.54037 | #FRAME_START         | ---
1542135923.57112 | ELM_VOLTAGE          | N/V
1542135923.79849 | FUEL_STATUS          | ('Closed loop, using oxygen sensor feedback to determine fuel mix', '')
1542135924.01373 | COOLANT_TEMP         | 65 degC
1542135924.23701 | INTAKE_PRESSURE      | 40 kilopascal
1542135924.47620 | RPM                  | 741.0 revolutions_per_minute
1542135924.70024 | SPEED                | 0 kph
1542135924.92555 | INTAKE_TEMP          | 28 degC
1542135924.92686 | #FRAME_END           | ---
1542135925.43038 | #FRAME_START         | ---
1542135925.46094 | ELM_VOLTAGE          | N/V
1542135925.68626 | FUEL_STATUS          | ('Closed loop, using oxygen sensor feedback to determine fuel mix', '')
1542135925.90140 | COOLANT_TEMP         | 65 degC
1542135926.12475 | INTAKE_PRESSURE      | 79 kilopascal
1542135926.34787 | RPM                  | 1876.0 revolutions_per_minute
1542135926.57186 | SPEED                | 9 kph
1542135926.79719 | INTAKE_TEMP          | 28 degC
1542135926.79850 | #FRAME_END           | ---
1542135927.29972 | #FRAME_START         | ---
1542135927.33112 | ELM_VOLTAGE          | N/V
1542135927.54204 | FUEL_STATUS          | ('Closed loop, using oxygen sensor feedback to determine fuel mix', '')
1542135927.75705 | COOLANT_TEMP         | 65 degC
1542135927.98027 | INTAKE_PRESSURE      | 56 kilopascal
1542135928.20361 | RPM                  | 2661.0 revolutions_per_minute
1542135928.41159 | SPEED                | 22 kph
1542135928.63607 | INTAKE_TEMP          | 28 degC
1542135928.63738 | #FRAME_END           | ---
1542135929.13851 | #FRAME_START         | ---
1542135929.17097 | ELM_VOLTAGE          | N/V
1542135929.38213 | FUEL_STATUS          | ('Closed loop, using oxygen sensor feedback to determine fuel mix', '')
1542135929.59691 | COOLANT_TEMP         | 65 degC
1542135929.81901 | INTAKE_PRESSURE      | 99 kilopascal
1542135930.04377 | RPM                  | 2408.0 revolutions_per_minute
1542135930.26775 | SPEED                | 33 kph
1542135930.49318 | INTAKE_TEMP          | 30 degC
1542135930.49454 | #FRAME_END           | ---
1542135930.99813 | #FRAME_START         | ---
1542135931.04112 | ELM_VOLTAGE          | N/V
1542135931.26941 | FUEL_STATUS          | ('Open loop due to engine load OR fuel cut due to deceleration', '')
1542135931.48514 | COOLANT_TEMP         | 66 degC
1542135931.70808 | INTAKE_PRESSURE      | 68 kilopascal
1542135931.93144 | RPM                  | 2089.0 revolutions_per_minute
1542135932.15532 | SPEED                | 39 kph
1542135932.38091 | INTAKE_TEMP          | 29 degC
1542135932.38228 | #FRAME_END           | ---
1542135932.88344 | #FRAME_START         | ---
1542135932.91098 | ELM_VOLTAGE          | N/V
1542135933.12511 | FUEL_STATUS          | ('Closed loop, using oxygen sensor feedback to determine fuel mix', '')
1542135933.34080 | COOLANT_TEMP         | 65 degC
1542135933.54784 | INTAKE_PRESSURE      | 92 kilopascal
1542135933.75522 | RPM                  | 2533.0 revolutions_per_minute
1542135933.97900 | SPEED                | 49 kph
1542135934.18854 | INTAKE_TEMP          | 30 degC
1542135934.19005 | #FRAME_END           | ---
1542135934.69116 | #FRAME_START         | ---
1542135934.72113 | ELM_VOLTAGE          | N/V
1542135934.93296 | FUEL_STATUS          | ('Closed loop, using oxygen sensor feedback to determine fuel mix', '')
1542135935.14839 | COOLANT_TEMP         | 65 degC
1542135935.35556 | INTAKE_PRESSURE      | 41 kilopascal
1542135935.57896 | RPM                  | 2710.0 revolutions_per_minute
1542135935.78696 | SPEED                | 52 kph
1542135935.99645 | INTAKE_TEMP          | 30 degC
1542135935.99869 | #FRAME_END           | ---
1542135936.50219 | #FRAME_START         | ---
1542135936.54101 | ELM_VOLTAGE          | N/V
1542135936.75656 | FUEL_STATUS          | ('Closed loop, using oxygen sensor feedback to determine fuel mix', '')
1542135936.97214 | COOLANT_TEMP         | 65 degC
1542135937.17911 | INTAKE_PRESSURE      | 19 kilopascal
1542135937.40251 | RPM                  | 2606.0 revolutions_per_minute
1542135937.62637 | SPEED                | 49 kph
1542135937.85196 | INTAKE_TEMP          | 29 degC
1542135937.85334 | #FRAME_END           | ---
1542135938.35451 | #FRAME_START         | ---
1542135938.38094 | ELM_VOLTAGE          | N/V
1542135938.59597 | FUEL_STATUS          | ('Closed loop, using oxygen sensor feedback to determine fuel mix', '')
1542135938.81122 | COOLANT_TEMP         | 65 degC
1542135939.03431 | INTAKE_PRESSURE      | 19 kilopascal
1542135939.25790 | RPM                  | 2476.0 revolutions_per_minute
1542135939.46581 | SPEED                | 47 kph
1542135939.69107 | INTAKE_TEMP          | 29 degC
1542135939.69239 | #FRAME_END           | ---
1542135940.19349 | #FRAME_START         | ---
1542135940.23023 | ELM_VOLTAGE          | N/V
1542135940.45185 | FUEL_STATUS          | ('Closed loop, using oxygen sensor feedback to determine fuel mix', '')
1542135940.66691 | COOLANT_TEMP         | 65 degC
1542135940.88907 | INTAKE_PRESSURE      | 15 kilopascal
1542135941.11343 | RPM                  | 2337.0 revolutions_per_minute
1542135941.34001 | SPEED                | 44 kph
1542135941.56360 | INTAKE_TEMP          | 29 degC
1542135941.56489 | #FRAME_END           | ---
1542135942.06618 | #FRAME_START         | ---
1542135942.09104 | ELM_VOLTAGE          | N/V
1542135942.30738 | FUEL_STATUS          | ('Open loop due to engine load OR fuel cut due to deceleration', '')
1542135942.52256 | COOLANT_TEMP         | 65 degC
1542135942.72983 | INTAKE_PRESSURE      | 18 kilopascal
1542135942.95306 | RPM                  | 2179.0 revolutions_per_minute
1542135943.17698 | SPEED                | 41 kph
1542135943.38642 | INTAKE_TEMP          | 29 degC
1542135943.38774 | #FRAME_END           | ---
1542135943.88887 | #FRAME_START         | ---
1542135943.92095 | ELM_VOLTAGE          | N/V
1542135944.14706 | FUEL_STATUS          | ('Open loop due to engine load OR fuel cut due to deceleration', '')
1542135944.36233 | COOLANT_TEMP         | 65 degC
1542135944.58537 | INTAKE_PRESSURE      | 26 kilopascal
1542135944.80871 | RPM                  | 1048.0 revolutions_per_minute
1542135945.03270 | SPEED                | 34 kph
1542135945.25809 | INTAKE_TEMP          | 29 degC
1542135945.25940 | #FRAME_END           | ---
1542135945.76065 | #FRAME_START         | ---
1542135945.79110 | ELM_VOLTAGE          | N/V
1542135946.01871 | FUEL_STATUS          | ('Closed loop, using oxygen sensor feedback to determine fuel mix', '')
